Paper ID,Order,Type,Title,Authors
1342,336,AP,Computing Diffeomorphic Paths for Large Motion Interpolation,Dohyung Seo@ Jeffrey Ho@ Baba C. Vemuri
1233,337,AP,Rotation@ Scaling and Deformation Invariant Scattering for Texture Discrimination,Laurent Sifre@ Stéphane Mallat
1943,338,AP,Sensing and Recognizing Surface Textures Using a GelSight Sensor,Rui Li@ Edward H. Adelson
2135,339,AP,Enriching Texture Analysis with Semantic Data,Tim Matthews@ Mark S. Nixon@ Mahesan Niranjan
,339.1,SD,Poster Session: Pose and Photometry,
627,340,AP,A Global Approach for the Detection of Vanishing Points and Mutually Orthogonal Vanishing Directions,Michel Antunes@ João P. Barreto
315,341,AP,Cloud Motion as a Calibration Cue,Nathan Jacobs@ Mohammad T. Islam@ Scott Workman
1408,342,AP,SLAM++: Simultaneous Localisation and Mapping at the Level of Objects,Renato F. Salas-Moreno@ Richard A. Newcombe@ Hauke Strasdat@ Paul H.J. Kelly@ Andrew J. Davison
311,343,AP,Rolling Shutter Camera Calibration,Luc Oth@ Paul Furgale@ Laurent Kneip@ Roland Siegwart
1901,344,AP,Radial Distortion Self-Calibration,José Henrique Brito@ Roland Angst@ Kevin Köser@ Marc Pollefeys
598,345,AP,A Minimum Error Vanishing Point Detection Approach for Uncalibrated Monocular Images of Man-Made Environments,Yiliang Xu@ Sangmin Oh@ Anthony Hoogs
45,346,AP,Five Shades of Grey for Fast and Reliable Camera Pose Estimation,Adam Herout@ István Szentandrási@ Michal Zachariáš@ Markéta Dubská@ Rudolf Kajan
975,347,AP,Can a Fully Unconstrained Imaging Model Be Applied Effectively to Central Cameras?,Filippo Bergamasco@ Andrea Albarelli@ Emanuele Rodolà@ Andrea Torsello
1758,348,AP,Single Image Calibration of Multi-axial Imaging Systems,Amit Agrawal@ Srikumar Ramalingam
525,349,AP,The Episolar Constraint: Monocular Shape from Shadow Correspondence,Austin Abrams@ Kylia Miskell@ Robert Pless
476,350,AP,Shading-Based Shape Refinement of RGB-D Images,Lap-Fai Yu@ Sai-Kit Yeung@ Yu-Wing Tai@ Stephen Lin
502,351,AP,Illumination Estimation Based on Bilayer Sparse Coding,Bing Li@ Weihua Xiong@ Weiming Hu@ Houwen Peng
890,352,AP,Learning Discriminative Illumination and Filters for Raw Material Classification with Optimal Projections of Bidirectional Texture Functions,Chao Liu@ Geifei Yang@ Jinwei Gu
1923,353,AP,A Theory of Refractive Photo-Light-Path Triangulation,Visesh Chari@ Peter Sturm
746,354,AP,Analytic Bilinear Appearance Subspace Construction for Modeling Image Irradiance under Natural Illumination and Non-Lambertian Reflectance,Shireen Y. Elhabian@ Aly A. Farag
1105,355,AP,Spectral Modeling and Relighting of Reflective-Fluorescent Scenes,Antony Lam@ Imari Sato
1805,356,AP,Specular Reflection Separation Using Dark Channel Prior,Hyeongwoo Kim@ Hailin Jin@ Sunil Hadap@ Inso Kweon
590,357,AP,BRDF Slices: Accurate Adaptive Anisotropic Appearance Acquisition,Jirí Filip@ Radomír Vávra@ Michal Haindl@ Pavel Žid@ Mikuláš Krupika@ Vlastimil Havran
210,358,AP,A New Perspective on Uncalibrated Photometric Stereo,Thoma Papadhimitri@ Paolo Favaro
418,359,AP,Multi-view Photometric Stereo with Spatially Varying Isotropic Materials,Zhenglong Zhou@ Zhe Wu@ Ping Tan
356,360,AP,Uncalibrated Photometric Stereo for Unknown Isotropic Reflectances,Feng Lu@ Yasuyuki Matsushita@ Imari Sato@ Takahiro Okabe@ Yoichi Sato
1632,361,AP,Calibrating Photometric Stereo by Holistic Reflectance Symmetry Analysis,Zhe Wu@ Ping Tan
1880,362,AP,Articulated and Restricted Motion Subspaces and Their Signatures,Bastien Jacquet@ Roland Angst@ Marc Pollefeys
1027,363,AP,Template-Based Isometric Deformable 3D Reconstruction with Sampling-Based Focal Length Self-Calibration,Adrien Bartoli@ Toby Collins
1636,364,AP,Monocular Template-Based 3D Reconstruction of Extensible Surfaces with Local Linear Elasticity,Abed Malti@ Richard Hartley@ Adrien Bartoli@ Jae-Hak Kim
2161,365,AP,Non-rigid Structure from Motion with Diffusion Maps Prior,Lili Tao@ Bogdan J. Matuszewski
1759,366,AP,Joint Detection@ Tracking and Mapping by Semantic Bundle Adjustment,Nicola Fioraio@ Luigi Di_Stefano
308,367,AP,A Practical Rank-Constrained Eight-Point Algorithm for Fundamental Matrix Estimation,Yinqiang Zheng@ Shigeki Sugimoto@ Masatoshi Okutomi
1377,368,AP,CLAM: Coupled Localization and Mapping with Efficient Outlier Handling,Jonathan Balzer@ Stefano Soatto
,368.1,SD,Poster Session: Methods and Retrieval,
622,369,AP,Inductive Hashing on Manifolds,Fumin Shen@ Chunhua Shen@ Qinfeng Shi@ Anton van_den_Hengel@ Zhenmin Tang
284,370,AP,Hash Bit Selection: A Unified Solution for Selection Problems in Hashing,Xianglong Liu@ Junfeng He@ Bo Lang@ Shih-Fu Chang
312,371,AP,All about VLAD,Relja Arandjelovic@ Andrew Zisserman
1949,372,AP,Binary Code Ranking with Weighted Hamming Distance,Lei Zhang@ Yongdong Zhang@ Jinhu Tang@ Ke Lu@ Qi Tian
33,373,AP,Consensus of k-NNs for Robust Neighborhood Selection on Graph-Based Manifolds,Vittal Premachandran@ Ramakrishna Kakarala
2024,374,AP,Topical Video Object Discovery from Key Frames by Modeling Word Co-occurrence Prior,Gangqiang Zhao@ Junsong Yuan@ Gang Hua
1280,375,AP,Query Adaptive Similarity for Large Scale Object Retrieval,Danfeng Qin@ Christian Wengert@ Luc Van_Gool
1145,376,AP,Image Tag Completion via Image-Specific and Tag-Specific Linear Sparse Reconstructions,Zijia Lin@ Guiguang Ding@ Mingqing Hu@ Jianmin Wang@ Xiaojun Ye
1315,377,AP,Lp-Norm IDF for Large Scale Image Search,Liang Zheng@ Shengjin Wang@ Ziqiong Liu@ Qi Tian
156,378,AP,Constraints as Features,Shmuel Asafi@ Daniel Cohen-Or
1799,379,AP,Learning a Manifold as an Atlas,Nikolaos Pitelis@ Chris Russell@ Lourdes Agapito
888,380,AP,Semi-supervised Learning of Feature Hierarchies for Object Detection in a Video,Yang Yang@ Guang Shu@ Mubarak Shah
1620,381,AP,Fully-Connected CRFs with Non-Parametric Pairwise Potential,Neill D.F. Campbell@ Kartic Subr@ Jan Kautz
1650,382,AP,Discriminative Sub-categorization,Minh Hoai@ Andrew Zisserman
1538,383,AP,Whitened Expectation Propagation: Non-Lambertian Shape from Shading and Shadow,Brian Potetz@ Mohammadreza Hajiarbabi
234,384,AP,Fast Energy Minimization Using Learned State Filters,Matthieu Guillaumin@ Luc Van_Gool@ Vittorio Ferrari
1362,385,AP,Bilinear Programming for Human Activity Recognition with Unknown MRF Graphs,Zhenhua Wang@ Qinfeng Shi@ Chunhua Shen@ Anton van_den_Hengel
1227,386,AP,A Higher-Order CRF Model for Road Network Extraction,Jan D. Wegner@ Javier A. Montoya-Zegarra@ Konrad Schindler
276,387,AP,Nonlinearly Constrained MRFs: Exploring the Intrinsic Dimensions of Higher-Order Cliques,Yun Zeng@ Chaohui Wang@ Stefano Soatto@ Shing-Tung Yau
1843,388,AP,Fast Trust Region for Segmentation,Lena Gorelick@ Frank R. Schmidt@ Yuri Boykov
712,389,AP,Optimal Geometric Fitting under the Truncated L2-Norm,Erik Ask@ Olof Enqvist@ Fredrik Kahl
550,390,AP,In Defense of 3D-Label Stereo,Carl Olsson@ Johannes Ulén@ Yuri Boykov
389,391,AP,Universality of the Local Marginal Polytope,Daniel Proša@ Tomáš Werner
899,392,AP,Continuous Inference in Graphical Models with Polynomial Energies,Mathieu Salzmann
969,393,AP,Towards Efficient and Exact MAP-Inference for Large Scale Discrete Computer Vision Problems via Combinatorial Optimization,Joerg Hendrik Kappes@ Markus Speth@ Gerhard Reinelt@ Christoph Schnoerr
2137,395,AP,A Genetic Algorithm-Based Solver for Very Large Jigsaw Puzzles,Dror Sholomon@ Omid David@ Nathan S. Netanyahu
572,396,AP,A Convex Regularize for Reducing Color Artifact in Color Image Recovery,Shunsuke Ono@ Isao Yamada
997,397,AP,Kernel Learning for Extrinsic Classification of Manifold Features,Raviteja Vemulapalli@ Jaishanker K. Pillai@ Rama Chellappa
,397.1,SD,Poster Session: Segmentation and Shape,
971,398,AP,Deep Learning Shape Priors for Object Segmentation,Fei Chen@ Huimin Yu@ Roland Hu@ Xunxun Zeng
2031,399,AP,PDM-ENLOR: Learning Ensemble of Local PDM-Based Regressions,Y.H. Le@ U. Kurkure@ I.A. Kakadiaris
324,400,AP,Incorporating User Interaction and Topological Constraints within Contour Completion via Discrete Calculus,Jia Xu@ Maxwell D. Collins@ Vikas Singh
1855,401,AP,Recovering Line-Networks in Images by Junction-Point Processes,Dengfeng Chai@ Wolfgang Förstner@ Florent Lafarge
327,402,AP,Image Matting with Local and Nonlocal Smooth Priors,Xiaowu Chen@ Dongqing Zou@ Steven Zhiying Zhou@ Qinping Zhao@ Ping Tan
1117,403,AP,Probabilistic Graphlet Cut: Exploiting Spatial Structure Cue for Weakly Supervised Image Segmentation,Luming Zhang@ Mingli Song@ Zicheng Liu@ Xiao Liu@ Jiajun Bu@ Chun Chen
1900,404,AP,Towards Fast and Accurate Segmentation,Camillo Jose Taylor
99,405,AP,Discriminative Re-ranking of Diverse Segmentations,Payman Yadollahpour@ Dhruv Batra@ Gregory Shakhnarovich
240,406,AP,Robust Region Grouping via Internal Patch Statistics,Xiaobai Liu@ Liang Lin@ Alan L. Yuille
721,407,AP,Unsupervised Joint Object Discovery and Segmentation in Internet Images,Michael Rubinstein@ Armand Joulin@ Johannes Kopf@ Ce Liu
1022,408,AP,Ensemble Video Object Cut in Highly Dynamic Scenes,Xiaobo Ren@ Tony X. Han@ Zhihai He
1736,409,AP,Graph Transduction Learning with Connectivity Constraints with Application to Multiple Foreground Cosegmentation,Tianyang Ma@ Longin Jan Latecki
1095,410,AP,Top-Down Segmentation of Non-rigid Visual Objects Using Derivative-Based Search on Sparse Manifolds,Jacinto C. Nascimento@ Gustavo Carneiro
2002,411,AP,A Principled Deep Random Field Model for Image Segmentation,Pushmeet Kohli@ Anton Osokin@ Stefanie Jegelka
1606,412,AP,Background Modeling Based on Bidirectional Analysis,Atsushi Shimada@ Hajime Nagahara@ Rin-Ichiro Taniguchi
69,413,AP,Learning for Structured Prediction Using Approximate Subgradient Descent with Working Sets,Aurélien Lucchi@ Yunpeng Li@ Pascal Fua
1698,414,AP,A Sentence Is Worth a Thousand Pixels,Sanja Fidler@ Abhishek Sharma@ Raquel Urtasun
905,415,AP,GRASP Recurring Patterns from a Single View,Jingchen Liu@ Yanxi Liu
526,416,AP,Image Segmentation by Cascaded Region Agglomeration,Zhile Ren@ Gregory Shakhnarovich
1674,417,AP,Augmenting CRFs with Boltzmann Machine Shape Priors for Image Labeling,Andrew Kae@ Kihyuk Sohn@ Honglak Lee@ Erik Learned-Miller
724,418,AP,Voxel Cloud Connectivity Segmentation - Supervoxels for Point Clouds,Jeremie Papon@ Alexey Abramov@ Markus Schoeler@ Florentin Wörgötter
1081,419,AP,SCALPEL: Segmentation Cascades with Localized Priors and Efficient Learning,David Weiss@ Ben Taskar
1337,420,AP,Submodular Salient Region Detection,Zhuolin Jiang@ Larry S. Davis
98,421,AP,A Video Representation Using Temporal Superpixels,Jason Chang@ Donglai Wei@ John W. Fisher_III
1101,422,AP,Pose from Flow and Flow from Pose,Katerina Fragkiadaki@ Han Hu@ Jianbo Shi
1282,423,AP,Mesh Based Semantic Modelling for Indoor and Outdoor Scenes,Julien P.C. Valentin@ Sunando Sengupta@ Jonathan Warrell@ Ali Shahrokni@ Philip H.S. Torr
915,424,AP,Weakly-Supervised Dual Clustering for Image Semantic Segmentation,Yang Liu@ Jing Liu@ Zechao Li@ Jinhui Tang@ Hanqing Lu
575,425,AP,Salient Object Detection: A Discriminative Regional Feature Integration Approach,Huaizu Jiang@ Jingdong Wang@ Zejian Yuan@ Yang Wu@ Nanning Zheng@ Shipeng Li
541,426,AP,Revisiting Depth Layers from Occlusions,Adarsh Kowdle@ Andrew Gallagher@ Tsuhan Chen
1171,427,AP,Hierarchical Video Representation with Trajectory Binary Partition Tree,Guillem Palou@ Philippe Salembier
426,428,AP,Discriminative Subspace Clustering,Vasileios Zografos@ Liam Ellis@ Rudolf Mester
519,429,AP,PISA: Pixelwise Image Saliency by Aggregating Complementary Appearance Contrast Measures with Spatial Priors,Keyang Shi@ Keze Wang@ Jiangbo Lu@ Liang Lin
1089,430,AP,Boundary Detection Benchmarking: Beyond F-Measures,Xiaodi Hou@ Alan Yuille@ Christof Koch
1796,431,AP,Measures and Meta-Measures for the Supervised Evaluation of Image Segmentation,Jordi Pont-Tuset@ Ferran Marques
1872,432,AP,Multi-resolution Shape Analysis via Non-Euclidean Wavelets: Applications to Mesh Segmentation and Surface Alignment Problems,Won Hwa Kim@ Moo K. Chung@ Vikas Singh
688,433,AP,Robust Estimation of Nonrigid Transformation for Point Set Registration,Jiayi Ma@ Ji Zhao@ Jinwen Tian@ Zhuowen Tu@ Alan L. Yuille
463,434,AP,Efficient Computation of Shortest Path-Concavity for 3D Meshes,Henrik Zimmer@ Marcel Campen@ Leif Kobbelt
504,435,AP,Boundary Cues for 3D Object Shape Recovery,Kevin Karsch@ Zicheng Liao@ Jason Rock@ Jonathan T. Barron@ Derek Hoiem
869,436,AP,A Linear Approach to Matching Cuboids in RGBD Images,Hao Jiang@ Jianxiong Xiao
,436.1,SD,Poster Session: Motion and Medical Imaging,
1014,437,AP,Blind Deconvolution of Widefield Fluorescence Microscopic Data by Regularization of the Optical Transfer Function (OTF),Margret Keuper@ Thorsten Schmidt@ Maja Temerinac-Ott@ Jan Padeken@ Patrick Heun@ Olaf Ronneberger@ Thomas Brox
741,438,AP,Image Understanding from Experts&#8217; Eyes by Modeling Perceptual Skill of Diagnostic Reasoning Processes,Rui Li@ Pengcheng Shi@ Anne R. Haake
153,439,AP,Adaptive Compressed Tomography Sensing,Oren Barkan@ Jonathan Weill@ Amir Averbuch@ Shai Dekel
1963,440,AP,Classification of Tumor Histology via Morphometric Context,Hang Chang@ Alexander Borowsky@ Paul Spellman@ Bahram Parvin
1155,441,AP,Efficient 3D Endfiring TRUS Prostate Segmentation with Globally Optimized Rotational Symmetry,Jing Yuan@ Wu Qiu@ Eranga Ukwatta@ Martin Rajchl@ Xue-Cheng Tai@ Aaron Fenster
1394,442,AP,Graph-Based Optimization with Tubularity Markov Tree for 3D Vessel Segmentation,Ning Zhu@ Albert C.S. Chung
1508,443,AP,Prostate Segmentation in CT Images via Spatial-Constrained Transductive Lasso,Yinghuan Shi@ Shu Liao@ Yaozong Gao@ Daoqiang Zhang@ Yang Gao@ Dinggang Shen
1485,444,AP,Area Preserving Brain Mapping,Zhengyu Su@ Wei Zeng@ Rui Shi@ Yalin Wang@ Jian Sun@ Xianfeng Gu
925,445,AP,Discriminative Brain Effective Connectivity Analysis for Alzheimer&#8217;s Disease: A Kernel Learning Approach upon Sparse Gaussian Bayesian Network,Luping Zhou@ Lei Wang@ Lingqiao Liu@ Philip Ogunbona@ Dinggang Shen
722,446,AP,Compressible Motion Fields,Giuseppe Ottaviano@ Pushmeet Kohli
534,447,AP,Fast Rigid Motion Segmentation via Incrementally-Complex Local Models,Fernando Flores-Mangas@ Allan D. Jepson
1070,448,AP,Determining Motion Directly from Normal Flows Upon the Use of a Spherical Eye Platform,Tak-Wai Hui@ Ronald Chung
461,449,AP,Correspondence-Less Non-rigid Registration of Triangular Surface Meshes,Zsolt Sánta@ Zoltan Kato
687,450,AP,Video Editing with Temporal@ Spatial and Appearance Consistency,Xiaojie Guo@ Xiaochun Cao@ Xiaowu Chen@ Yi Ma
1047,451,AP,Correlation Filters for Object Alignment,Vishnu Naresh Boddeti@ Takeo Kanade@ B.V.K. Vijaya Kumar
1403,452,AP,Plane-Based Content Preserving Warps for Video Stabilization,Zihan Zhou@ Hailin Jin@ Yi Ma
603,453,AP,Deformable Spatial Pyramid Matching for Fast Dense Correspondences,Jaechul Kim@ Ce Liu@ Fei Sha@ Kristen Grauman
700,454,AP,The Generalized Laplacian Distance and Its Applications for Visual Matching,Elhanan Elboer@ Michael Werman@ Yacov Hel-Or
439,455,AP,Groupwise Registration via Graph Shrinkage on the Image Manifold,Shihui Ying@ Guorong Wu@ Qian Wang@ Dinggang Shen
1311,456,AP,FasT-Match: Fast Affine Template Matching,Simon Korman@ Daniel Reichman@ Gilad Tsur@ Shai Avidan
927,457,AP,As-Projective-As-Possible Image Stitching with Moving DLT,Julio Zaragoza@ Tat-Jun Chin@ Michael S. Brown@ David Suter
1307,458,AP,Real-Time Model-Based Rigid Object Pose Estimation and Tracking Combining Dense and Sparse Visual Cues,Karl Pauwels@ Leonardo Rubio@ Javier Díaz@ Eduardo Ros
1399,459,AP,Minimum Uncertainty Gap for Robust Visual Tracking,Junseok Kwon@ Kyoung Mu Lee
829,460,AP,Part-Based Visual Tracking with Online Latent Structural Learning,Rui Yao@ Qinfeng Shi@ Chunhua Shen@ Yanning Zhang@ Anton van_den_Hengel
1426,461,AP,Least Soft-Threshold Squares Tracking,Dong Wang@ Huchuan Lu@ Ming-Hsuan Yang
1018,462,AP,Self-Paced Learning for Long-Term Tracking,James Steven Supancic@ Deva Ramanan
1649,463,AP,Multi-target Tracking by Rank-1 Tensor Approximation,Xinchu Shi@ Haibin Ling@ Junling Xing@ Weiming Hu
477,464,AP,Robust Real-Time Tracking of Multiple Objects by Volumetric Mass Densities,Horst Possegger@ Sabine Sternig@ Thomas Mauthner@ Peter M. Roth@ Horst Bischof
618,465,AP,Information Consensus for Distributed Multi-target Tracking,Ahmed T. Kamal@ Jay A. Farrell@ Amit K. Roy-Chowdhury
558,466,AP,Online Object Tracking: A Benchmark,Yi Wu@ Jongwoo Lim@ Ming-Hsuan Yang
668,467,AP,Learning Compact Binary Codes for Visual Tracking,Xi Li@ Chunhua Shen@ Anthony Dick@ Anton van_den_Hengel
1121,468,AP,Visual Tracking via Locality Sensitive Histograms,Shengfeng He@ Qingxiong Yang@ Rynson W.H. Lau@ Jiang Wang@ Ming-Hsuan Yang
11,469,AP,Optical Flow Estimation Using Laplacian Mesh Energy,Wenbin Li@ Darren Cosker@ Matthew Brown@ Rui Tang
377,470,AP,Large Displacement Optical Flow from Nearest Neighbor Fields,Zhuoyuan Chen@ Hailin Jin@ Zhe Lin@ Scott Cohen@ Ying Wu
1653,471,AP,A Fully-Connected Layered Model of Foreground and Background Flow,Deqing Sun@ Jonas Wulff@ Erik B. Sudderth@ Hanspeter Pfister@ Michael J. Black
,471.1,SD,Poster Session: Video Analysis,
357,472,AP,Crossing the Line: Crowd Counting by Integer Programming with Local Features,Zheng Ma@ Antoni B. Chan
1727,473,AP,Multi-source Multi-scale Counting in Extremely Dense Crowd Images,Haroon Idrees@ Imran Saleemi@ Cody Seibert@ Mubarak Shah
877,474,AP,Better Exploiting Motion for Better Action Recognition,Mihir Jain@ Hervé Jégou@ Patrick Bouthemy
155,475,AP,Detection of Manipulation Action Consequences (MAC),Yezhou Yang@ Cornelia Fermuller@ Yiannis Aloimonos
183,476,AP,Representing Videos Using Mid-level Discriminative Patches,Arpit Jain@ Abhinav Gupta@ Mikel Rodriguez@ Larry S. Davis
344,477,AP,Modeling Actions through State Changes,Alireza Fathi@ James M. Rehg
422,478,AP,Recognizing Activities via Bag of Words for Attribute Dynamics,Weixin Li@ Qian Yu@ Harpreet Sawhney@ Nuno Vasconcelos
1093,479,AP,Sampling Strategies for Real-Time Action Recognition,Feng Shi@ Emil Petriu@ Robert Laganière
1844,480,AP,Dynamic Scene Classification: Learning Motion Descriptors with Slow Features Analysis,Christian Thériault@ Nicolas Thome@ Matthieu Cord
1269,481,AP,Online Dominant and Anomalous Behavior Detection in Videos,Mehrsan Javan Roshtkhari@ Martin D. Levine
122,482,AP,Augmenting Bag-of-Words: Data-Driven Discovery of Temporal and Structural Information for Activity Recognition,Vinay Bettadapura@ Grant Schindler@ Thomas Ploetz@ Irfan Essa
771,483,AP,Complex Event Detection via Multi-source Video Attributes,Zhigang Ma@ Yi Yang@ Zhongwen Xu@ Shuicheng Yan@ Nicu Sebe@ Alexander G. Hauptmann
1330,484,AP,A Thousand Frames in Just a Few Words: Lingual Description of Videos through Latent Topics and Sparse Object Stitching,Pradipto Das@ Chenliang Xu@ Richard F. Doell@ Jason J. Corso
1063,485,AP,Spatiotemporal Deformable Part Models for Action Detection,Yicong Tian@ Rahul Sukthankar@ Mubarak Shah
1299,486,AP,Poselet Key-Framing: A Model for Human Activity Recognition,Michalis Raptis@ Leonid Sigal
995,487,AP,Recognize Human Activities from Partially Observed Videos,Yu Cao@ Daniel Barrett@ Andrei Barbu@ Siddharth Narayanaswamy@ Haonan Yu@ Aaron Michaux@ Yuewei Lin@ Sven Dickinson@ Jeffrey Mark Siskind@ Song Wang
1235,488,AP,Event Recognition in Videos by Learning from Heterogeneous Web Sources,Lin Chen@ Lixin Duan@ Dong Xu
1223,489,AP,Motionlets: Mid-level 3D Parts for Human Motion Recognition,Limin Wang@ Yu Qiao@ Xiaoou Tang
102,490,AP,Multi-agent Event Detection: Localization and Role Assignment,Suha Kwak@ Bohyung Han@ Joon Hee Han
817,491,AP,Cross-View Action Recognition via a Continuous Virtual Path,Zhong Zhang@ Chunheng Wang@ Baihua Xiao@ Wen Zhou@ Shuang Liu@ Cunzhao Shi
135,492,AP,Large-Scale Video Summarization Using Web-Image Priors,Aditya Khosla@ Raffay Hamid@ Chih-Jen Lin@ Neel Sundaresan
298,493,AP,Representing and Discovering Adversarial Team Behaviors Using Player Roles,Patrick Lucey@ Alina Bialkowski@ Peter Carr@ Stuart Morgan@ Iain Matthews@ Yaser Sheikh
1257,494,AP,Story-Driven Summarization for Egocentric Video,Zheng Lu@ Kristen Grauman
1332,495,AP,Finding Group Interactions in Social Clutter,Ruonan Li@ Parker Porfilio@ Todd Zickler
1396,496,AP,First-Person Activity Recognition: What Are They Doing to Me?,M.S. Ryoo@ Larry Matthies
1822,497,AP,Joint Sparsity-Based Representation and Analysis of Unconstrained Activities,Raghuraman Gopalan
1912,498,AP,Motion Estimation for Self-Driving Cars with a Generalized Camera,Gim Hee Lee@ Friedrich Faundorfer@ Marc Pollefeys
,498.1,SD,Poster Session: Features and Contours,
43,499,AP,Learning Separable Filters,Roberto Rigamonti@ Amos Sironi@ Vincent Lepetit@ Pascal Fua
569,500,AP,Robust Feature Matching with Alternate Hough and Inverted Hough Transforms,Hsin-Yi Chen@ Yen-Yu Lin@ Bing-Yu Chen
2017,501,AP,SWIGS: A Swift Guided Sampling Method,Victor Fragoso@ Matthew Turk
1083,502,AP,Learning Multiple Non-linear Sub-spaces Using K-RBMs,Siddhartha Chandra@ Shailesh Kumar@ C.V. Jawahar
1075,503,AP,Light Field Distortion Feature for Transparent Object Recognition,Kazuki Maeno@ Hajime Nagahara@ Atsushi Shimada@ Rin-Ichiro Taniguchi
1940,504,AP,From Local Similarity to Global Coding: An Application to Image Classification,Amirreza Shaban@ Hamid R. Rabiee@ Mehrdad Farajtabar@ Marjan Ghazvininejad
1701,505,AP,Joint Spectral Correspondence for Disparate Image Matching,Mayank Bansal@ Kostas Daniilidis
1056,506,AP,Efficient Color Boundary Detection with Color-Opponent Mechanisms,Kaifu Yang@ Shaobing Gao@ Chaoyi Li@ Yongjie Li
578,507,AP,Winding Number for Region-Boundary Consistent Salient Contour Extraction,Yansheng Ming@ Hongdong Li@ Xuming He
1494,508,AP,Supervised Semantic Gradient Extraction Using Linear-Time Optimization,Shulin (Lynn) Yang@ Jue Wang@ Linda Shapiro
912,509,AP,Spatio-temporal Depth Cuboid Similarity Feature for Activity Recognition Using Depth Camera,Lu Xia@ J.K. Aggarwal
1988,510,AP,Sparse Quantization for Patch Description,Xavier Boix@ Michael Gygli@ Gemma Roig@ Luc Van_Gool
332,511,AP,Evaluation of Color STIPs for Human Action Recognition,Ivo Everts@ Jan C. van_Gemert@ Theo Gevers
260,512,AP,Supervised Kernel Descriptors for Visual Recognition,Peng Wang@ Jingdong Wang@ Gang Zeng@ Weiwei Xu@ Hongbin Zha@ Shipeng Li
1925,513,AP,Discriminative Color Descriptors,Rahat Khan@ Joost Van_de_Weijer@ Fahad Shahbaz Khan@ Damien Muselet@ Christophe Ducottet@ Cecile Barat
8,514,AP,Boosting Binary Keypoint Descriptors,Tomasz Trzcinski@ Mario Christoudias@ Pascal Fua@ Vincent Lepetit
882,515,AP,Exploring Weak Stabilization for Motion Feature Extraction,Dennis Park@ C. Lawrence Zitnick@ Deva Ramanan@ Piotr Dollár
1325,516,AP,Dense Segmentation-Aware Descriptors,Eduard Trulls@ Iasonas Kokkinos@ Alberto Sanfeliu@ Francesc Moreno-Noguer
1567,517,AP,Keypoints from Symmetries by Wave Propagation,Samuele Salti@ Alessandro Lanza@ Luigi Di_Stefano
680,518,AP,Graph Matching with Anchor Nodes: A Learning Approach,Nan Hu@ Raif M. Rustamov@ Leonidas Guibas
1039,519,AP,Dense Non-rigid Point-Matching Using Random Projections,Raffay Hamid@ Dennis Decoste@ Chih-Jen Lin
73,520,AP,Deformable Graph Matching,Feng Zhou@ Fernando De_la_Torre
707,521,AP,Scene Coordinate Regression Forests for Camera Relocalization in RGB-D Images,Jamie Shotton@ Ben Glocker@ Christopher Zach@ Shahram Izadi@ Antonio Criminisi@ Andrew Fitzgibbon
257,522,AP,K-Means Hashing: An Affinity-Preserving Quantization Method for Learning Binary Compact Codes,Kaiming He@ Fang Wen@ Jian Sun
694,523,AP,Optimized Product Quantization for Approximate Nearest Neighbor Search,Tiezheng Ge@ Kaiming He@ Qifa Ke@ Jian Sun
2084,524,AP,A Non-parametric Framework for Document Bleed-through Removal,Róisín Rowley-Brooke@ François Pitié@ Anil Kokaram
784,525,AP,Scene Text Recognition Using Part-Based Tree-Structured Character Detection,Cunzhao Shi@ Chunheng Wang@ Baihua Xiao@ Yang Zhang@ Song Gao@ Zhong Zhang
328,526,AP,Active Contours with Group Similarity,Xiaowei Zhou@ Xiaojie Huang@ James S. Duncan@ Weichuan Yu
1696,527,AP,Accurate and Robust Registration of Nonrigid Surface Using Hierarchical Statistical Shape Model,Hidekata Hontani@ Yuto Tsunekawa@ Yoshihide Sawada
,527.1,SD,Poster Session: Objects and Scenes,
1648,528,AP,Manhattan Junction Catalogue for Spatial Reasoning of Indoor Scenes,Srikumar Ramalingam@ Jaishanker K. Pillai@ Arpit Jain@ Yuichi Taguchi
1407,529,AP,Tensor-Based High-Order Semantic Relation Transfer for Semantic Scene Segmentation,Heesoo Myeong@ Kyoung Mu Lee
600,530,AP,Geometric Context from Videos,S. Hussain Raza@ Matthias Grundmann@ Irfan Essa
1272,531,AP,It&#8217;s Not Polite to Point: Describing People with Uncertain Attributes,Amir Sadovnik@ Andrew Gallagher@ Tsuhan Chen
285,532,AP,Heterogeneous Visual Features Fusion via Sparse Multimodal Machine,Hua Wang@ Feiping Nie@ Heng Huang@ Chris Ding
251,533,AP,A Max-Margin Riffled Independence Model for Image Tag Ranking,Tian Lan@ Greg Mori
1638,534,AP,Weakly Supervised Learning for Attribute Localization in Outdoor Scenes,Shuo Wang@ Jungseock Joo@ Yizhou Wang@ Song-Chun Zhu
134,535,AP,Scene Parsing by Integrating Function@ Geometry and Appearance Models,Yibiao Zhao@ Song-Chun Zhu
376,536,AP,Beyond Point Clouds: Scene Understanding by Reasoning Geometry and Physics,Bo Zheng@ Yibiao Zhao@ Joey C. Yu@ Katsushi Ikeuchi@ Song-Chun Zhu
500,537,AP,Label Propagation from ImageNet to 3D Point Clouds,Yan Wang@ Rongrong Ji@ Shih-Fu Chang
