sep=#
4#Transfer Sparse Coding for Robust Image Representation#Mingsheng Long, Guiguang Ding, Jianmin Wang, Yuchen Guo, Philip Yu
8#Boosting Binary Keypoint Descriptors#Tomasz Trzcinski, Mario Christoudias, Pascal Fua, Vincent Lepetit
11#Optical Flow Estimation using Laplacian Mesh Energy#Wenbin Li, Darren Cosker, Matthew Brown
30#Computationally Efficient Regression on a Dependency Graph for Human Pose Estimation#Kota Hara, Rama Chellappa
33#Consensus of k-NNs for Robust Neighborhood Selection on Graph-Based Manifolds#Vittal Premachandran, Ramakrishna Kakarala
43#Learning Separable Filters#Roberto Rigamonti, Amos Sironi, Vincent Lepetit, Pascal Fua
45#Five Shades of Grey for Fast and Reliable Camera Pose Estimation#Adam Herout, Istv&aacute;n Szentandr&aacute;si, Michal Zachari&aacute;s, Mark&eacute;ta Dubsk&aacute;, Rudolf Kajan
69#Learning for Structured Prediction Using Approximate Subgradient Descent with Working Sets#Aurelien Lucchi, Yunpeng Li, Pascal Fua
73#Deformable Graph Matching#Feng Zhou, Fernando DelaTorre
81#Towards Pose Robust Face Recognition#Dong Yi, Zhen Lei, Stan Li
89#The Variational Structure of Disparity and Regularization of 4D Light Fields#Bastian Goldluecke, Sven Wanner
95#Semi-supervised Learning with Constraints for Person Identification in Multimedia Data#Martin B&auml;uml, Makarand Tapaswi, Rainer Stiefelhagen
98#Moxels - A Movie Element Video Representation#Jason Chang, Donglai Wei, John Fisher III
99#Discriminative Re-Ranking of Diverse Segmentations#Payman Yadollahpour, Dhruv Batra, Gregory Shakhnarovich
102#Multi-Agent Event Detection: Localization and Role Assignment#Suha Kwak, Bohyung Han, Joon Han
106#Multi-Level Discriminative Dictionary Learning towards Hierarchical Visual Categorization#Li Shen, Shuhui Wang, Gang Sun, Shuqiang Jiang, Qingming Huang
107#POOF: Part-Based One-vs-One Features for Fine-Grained Categorization, Face Verification, and Attribute Estimation#Thomas Berg, Peter Belhumeur
113#Fast Object Detection with Entropy-Driven Evaluation#Raphael Sznitman , Carlos Becker, Francois Fleuret, Pascal Fua
118#Robust Multi-Resolution Pedestrian Detection in Traffic Scenes#Junjie Yan, Xucong Zhang, Zhen Lei, Dong Yi, Shengcai Liao, Stan Li
119#Megastereo: Constructing High-Resolution Stereo Panoramas#Christian Richardt, Yael Pritch, Henning Zimmer, Alexander Sorkine-Hornung
122#Augmenting Bag-of-Words: Data-Driven Discovery of Temporal and Structural Information for Activity Recognition#Vinay Bettadapura, Grant Schindler, Thomas Ploetz, Irfan Essa
134#Scene Parsing by Integrating Function, Geometry and Appearance Models#Yibiao Zhao, Song Chun Zhu
135#Large-Scale Video Summarization Using Web-Image Priors#Aditya Khosla, Raffay Hamid, Chih-Jen Lin, Neel Sundaresan
136#Graph-Based Discriminative Learning for Location Recognition#Song Cao, Noah Snavely
138#Understanding Indoor Scenes using 3D Geometric Phrases #Wongun Choi, Yu-Wei Chao, Caroline Pantofaru, Silvio Savarese
151#Rolling Riemannian Manifolds to Solve the Multi-class Classification Problem#Rui Caseiro, Pedro Martins, Joao Henriques, Jorge Batista, Fatima Leite
153#Adaptive Compressed Tomography Sensing#Oren Barkan, Amir Averbuch, Shai Dekel, Jonathan Weill, Yaniv Tenzer
155#Detection of Manipulation Action Consequences (MAC)#Yezhou Yang, Cornelia Fermuller, Yiannis Aloimonos
156#Constraints as Features#Shmuel Asafi, Daniel Cohen Or
158#Action Recognition by Hierarchical Sequence Summarization#Yale Song, Louis-Philippe Morency, Randall Davis
162#Cross-view Image Geolocalization#Tsung-Yi Lin, Serge Belongie, James Hays
163#Texture-Preserved Image Denoising via Gradient Histogram Estimation and Matching#Wangmeng Zuo, Lei Zhang, Chunwei Song, David Zhang
172#Selective Transfer Machine for Personalized Facial Action Unit Detection#Wen-Sheng Chu, Fernando DelaTorre, Jeffery Cohn
176#Detection Evolution with Multi-Order Contextual Co-occurrence#Chen Guang, Yuanyuan Ding, Jing Xiao, Tony Han
183#Representing Videos using Mid-level Discriminative Patches#Arpit Jain, Abhinav Gupta, Mikel Rodriguez, Larry Davis
187#Learning without Human Scores for Blind Image Quality Assessment#Wufeng Xue, Lei Zhang, Xuanqin Mou
189#Saliency Aggregation: A Data-driven Approach#Long Mai, Yuzhen Niu, Feng Liu
196#Reconstructing Gas Flows Using Light Paths Approximation#Yu Ji, Jinwei Ye, Jingyi Yu
204#Reconstructing Loopy Curvilinear Structures Using Integer Programming#Engin Turetken, Fethallah Benmansour, Bjoern Andres, Hanspeter Pfister, Pascal Fua
210#A New Perspective on Uncalibrated Photometric Stereo#Thoma Papadhimitri, Paolo Favaro
216#Harry Potter's Marauder's Map: Localizing and Tracking Multiple Persons-of-Interest by Nonnegative Discretization#Shoou-I Yu, Yi Yang, Alexander Hauptmann
229#Stochastic Deconvolution#James Gregson, Felix Heide, Mushfiqur Rouf, Matthias Hullin, Wolfgang Heidrich
234#Fast Approximate Energy Minimization with Learned State Filters#Matthieu Guillaumin, Luc Van Gool, Vittorio Ferrari
237#Event retrieval in large video collections with circulant temporal encoding#Jerome Revaud, Matthijs Douze, Cordelia Schmid, Herve Jegou
240#MsLRR: Segment Images via Internal Replication Prior#Xiaobai Liu, Liang Lin, Alan L. Yuille
246#Probabilistic Elastic Matching for Pose Variant Face Verification#Haoxiang Li, Gang Hua, Zhe Lin, Jonathan Brandt, Jianchao Yang
251#A Max-Margin Riffled Independence Model for Image Tag Ranking#Tian Lan, Greg Mori
