4	2247
1	720
2	2103
3	1698
5	530
6	1307
1	1833
2	1323
6	440
3	1399
4	1732
5	264
2	231
1	1020
3	1091
4	435
5	161
6	557
3	1370
4	266
5	949
6	483
1	723
2	781
1	1642
2	1960
3	1491
4	225
5	192
6	527
2	61
1	964
3	2380
6	1361
4	229
5	1877
3	1429
4	780
5	529
6	242
1	1070
2	297
2	1420
1	1999
3	1818
4	1499
5	993
6	1643
3	442
2	394
4	141
5	1300
6	830
1	1989
3	249
2	1478
1	1676
5	872
4	764
1	858
2	1968
6	1850
4	1816
5	1396
3	532
3	271
2	685
1	813
4	2224
5	306
6	1508
